artista,nombre_cancion,link_cancion,letra
Jorge Cafrune,Zambita del caminante,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-cafrune/zambita-del-caminante,En tucuman yo me'i criau A salta te tengo apego Si me dicen santiagueño Me pongo ancho y no lo niego  Cuyano gritan los changos En pagos catamarqueños Y mi corazón recuerda Los senderitos jujeños  Estribillo  Yo soy de cualesquier parte Soy de ande diga el destino Mesmo del norte o del sur Por algo soy peregrino Sacale lo desparejo Por algo soy argentino  Por entre ceibos y talas Pasale el camino entrerriano Por el se va retozando Mi corazon de paisano  Ay senderito cumbreño No quieran llegar al cielo Dejame por ahí nomas Yo solito me consuelo
Jorge Cafrune,Zambita pa Don Rosendo,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-cafrune/zambita-pa-don-rosendo,Han comenzao las cosechas los changos a las viñas van Y en un carro allá va Rosendo meta chicote a su pardal. Han comenzao del mas bueno luego a las rosas se irán Seguirán por lo de Vallejo a lo de Fernández viña nueva. Ahí viene Rosendo por la calle nueva trayendo en su carro el fruto de Dios Y en las bodegas de Don Pedro todita esa uva vino se hará. Entre surcos en las bodegas los changos entonaran Esta zambita que ha nacido en medio la viña de mi Amingá. Por los surcos van juntando uvas dulce como miel y en sus cestitos de poleo al llenar el carro al tranco se van. Ahí viene Rosendo por la calle nueva trayendo en su carro el fruto de Dios Y en las bodegas de Don Pedro todita esa uva vino se hará.
Jorge Cafrune,Zambita Pa' Don Rosendo,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-cafrune/zambita-pa-don-rosendo,Han comenzao las cosechas los changos a las viñas van Y en un carro allá va Rosendo meta chicote a su pardal. Han comenzao del mas bueno luego a las rosas se irán Seguirán por lo de Vallejo a lo de Fernández viña nueva. Ahí viene Rosendo por la calle nueva trayendo en su carro el fruto de Dios Y en las bodegas de Don Pedro todita esa uva vino se hará. Entre surcos en las bodegas los changos entonaran Esta zambita que ha nacido en medio la viña de mi Amingá. Por los surcos van juntando uvas dulce como miel y en sus cestitos de poleo al llenar el carro al tranco se van. Ahí viene Rosendo por la calle nueva trayendo en su carro el fruto de Dios Y en las bodegas de Don Pedro todita esa uva vino se hará.
Jorge Rojas,A sacar las penas,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/a-sacar-las-penas,Cuando la esperanza solo cambiala vereda y el amor se alejacomo lo hace la mareapara como el vientoque llegó el momentode hacer un alto en la huellaCuando de tus ojos una lágrima decidapor sacar las penas derramarse en tu mejilladejala que salgaque para mañana se han de curar las heridasY del corazón sacar las penasque no dejan ver el solque se vista de ilusiones nuevasy volver a empezar libre de dolorDe lo que pasó borrar la huellay el camino del amoren su paso que no queden piedrasy volver a empezar con más pasión.
Jorge Rojas,A todo corazón,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/a-todo-corazon,"En la luz de la luna, En los rayos del sol Yo tuve la fortuna De hallar esta canción.  De la naturaleza Y de la humanidad Los pensamientos míos Aprenden a cantar  No canto como el río Ni como el ruiseñor Pero si canto, canto A todo corazón  El cielo estaba oscuro Y misterioso el mar Hasta que las estrellas Salieron a brillar.  Igual estaba mi alma Por culpa de un amor Hasta que la esperanza Las penas se llevó  Poquitas veces puedo Querer con devoción, Pero si quiero, quiero A todo corazón.  En un rincón de tierra Mi cuerpo dormirá Por un tiempo su sueño De sombra sideral  En un círculo eterno Tal vez vuelva hasta aquí A beber de tus aguas Otro trago feliz  Ningún lugar me tiene De los caminos hoy La vida va conmigo A todo corazón  Y en la noche serena Yo escuché la canción De un niño por la calle Con el hambre en la voz  En la copla sin brillo Mendigaba por pan Aunque el canto era triste Irradiaba su paz  En la voz de este mundo Alegría y dolor Y los pueblos la cantan A todo corazón  Cuando vine a este mundo La vida me pidió Que jure con vivirla A todo corazón."
Jorge Rojas,Amores,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/amores,"Hay amores que llegan y pasan, Que no alcanzan a ver la mañana, Que se quedan un rato en tu vida y luego se marchan. Sin embargo te quitan la calma. Son amores que saben de amores, Que te atrapan con una mirada, Que tan solo con una sonrisa te roban el alma Y se pierden en la madrugada. Con la mera ilusión de tener su perfume en mi cama, Ser el dueño de aquellos amores que nunca se alcanzan Es que aún no me doy por vencido Y aquí estoy desafiando al destino, Para que cambie de parecer y te quedes conmigo, Compartir algo más que una noche y la copa de vino. Si llegara a pasar que algún día, Deshojando una flor fueras mía, Dejaré dentro del corazón una llama encendida, Donde guardo las cosas de amores que nunca se olvidan. Hay amores que cuando se marchan te roban el alma Y nunca se olvidan."
Jorge Rojas,Busca en tu corazón,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/busca-en-tu-corazon,DOBusca en tu corazónSOLSi quieres encontrarREmEl camino a seguirSOLDescubre la verdadDOAma sin condiciónSOLNo te rindas jamásREmDonde vive el amorSOLVive la libertadLAmy no te olvidesMImQue hay que luchar para ganarREmTodo es posibleLAm SOLSolo tienes que empezarDO SOLBúscalo en tu corazónREm SOLEl camino que te lleve a la libertadDO SOLBúscalo en tu corazónREm SOLEl camino que te lleve al amor.DOAbre tu corazónSOLTan grande como el marREmDeja crecer allíSOLLas ganas de volar
Jorge Rojas,Como vivo sin ti,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/como-vivo-sin-ti,"LA REMe dices que te vas y que voy a estar bienMI LAque nada pasara si tu me faltasLA REque las heridas que nos deja un gran amorMI LAa todas por igual las cura el tiempoLA REQue voy acostumbrarme a vivir sin tiMI LAque te voy a olvidar en un suspiroLA REque nada es para siempre y que pasaraMI LAque cuando salga el sol ya te habrás idoLA La7 RENo voy acostumbrarme a estar sin tiSim MIte extraño y todavía no te has idoLa7 REno hay forma de olvidarte para miSim MItu eres como el aire que respiroLA La7 RENo se como voy a vivir sin tiSim MIdejando atrás lo que mas he queridoLa7 REno hay forma de olvidarte para miSim MItu eres como el aire que respiroRE MI LA RE MI LAComo vivo sin ti, como vivo sin ti,RE MI LAcomo vivo sin ti."
Jorge Rojas,Coplas .com,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/coplas-com,"Lam SolMNo es el oro no es la plataFa MiMla riqueza de los hombresLam SolMaunque reine la abundanciaFa MiM Lam SolM FaM MiMsin amor te sientes pobre. ay ..ay ay ay ayEn la torre de mis sueñoshe subido a lo más alto,los placeres de la vidano son tantos ni son caros.El querer sin ser queridoesa es una pena grande,es más triste si se mueresin haber querido a nadie.Son castillos en la arenalas riquezas y la famahasta un río caudalososuele quedar en la nada.Cuando el árbol ya se secacomienza a voltear sus ramaspero deja su semillala que el viento desparrama.Cuando más profundo el pozoclara y fresca sale el aguacuando más pobre me encuentroson más firmes mis palabras"
Jorge Rojas,De eso se trata,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/de-eso-se-trata,"Empezaron los años a dejar su marca Y no son más que huellas de esta realidad Y poco a poco cambia de color de mi alma Y hasta me sobra a veces la serenidad  Empezaron los años a quitarme culpas Y voy detrás de toda felicidad Estoy jugando el juego de mi propia vida Donde la apuesta es perder para ganar  De eso se trata de equivocarse Y de peRder el miedo y no querer salvarse De eso se trata la vida misma De mil veces errar y luego perdonarse  Y descubrirse pariendo versos Que a nadie llegan si por dentro estás desierto Poner la cara creerse muerto Para nacer de nuevo en cada madrugada  Empezaron los años a tomar distancia Entre el alma y la piel, esta piel que se irá Mientras el tiempo pasa uno se vuelve simpleY mira la belleza aún en la oscuridad  De eso se trata de equivocarse Y de perder el miedo y no querer salvarse De eso se trata la vida misma De mil veces errar y luego perdonarse  Y descubrirse pariendo versos Que a nadie llegan si por dentro estás desierto Poner la cara creerse muerto Para nacer de nuevo sin maquillaje ni color Es el camino de existir De eso se trata el milagro de vivir  Pero de eso se trata de equivocarse Y de perder el miedo y no querer salvarse De eso se trata la vida misma De mil veces errar y luego perdonarse  Y descubrirse pariendo versos Que a nadie llegan si por dentro estás desierto Poner la cara creerse muerto Para nacer de nuevo en cada madrugada."
Jorge Rojas,Desde cuando,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/desde-cuando,"Ya no duele porque al fin ya te encontré Hoy te miro y siento mil cosas a la vez Mira si busqué, mira si busqué Tengo tanto que aprender Todo lo que tengo es tu mirar  De mis recuerdos salen brisas a bordar Las locuras que tú me quieras regalar Y mira si busqué, mira si busqué Tengo tanto para dar Reconozco puertas que yo sé Se abren solamente alguna vez Así de poco  Desde cuando te estaré esperando Desde cuando estoy buscando Tu mirada en el firmamento, va temblando Te he buscado en un millón de auroras Y ninguna me enamora como tú sabes Y me he dado cuenta ahora Puede parecer atrevimiento Pero es puro sentimiento Dime por favor tu nombre  Yo te llevo por las calles a correr Vamos lejos más allá de lo que crees Si pregunto bien, si pregunto mal Tengo tanto que ofrecer Abro puertas que alguien me cerró Y no busco más sentido a mi dolor  Desde cuando te estaré esperando Desde cuando estoy buscando Tu mirada en el firmamento, va temblando Te he buscando en un millón de auroras Y ninguna me enamora y al final cuando te encuentro Estabas sola, estabas sola."
Jorge Rojas,Dónde estará mi primavera,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/donde-estara-mi-primavera ,"Yo te debo tanto, tanto amor que ahora, te regalo mi resignación. Sé que tú me amaste, yo pude sentirlo. Quiero descansar en tu perdón.  Voy a hacer de cuenta que nunca te fuiste, que has ido de viaje y nada más. Y con tu recuerdo, cuando esté muy triste, le haré compañía a mi soledad.  Quiero que mi ausencia, Sean las grandes alas, En las que tú puedas emprender Ese vuelo largo, de tantas escalas, Que en alguna me puedas perder.  Yo aquí entre la nada voy a hablar de todo. Buscaré a mi modo continuar. Y hasta que los años cierren mi memoria no me dejaré de preguntar:  Dónde estará mi primavera Dónde se me ha escondido el sol, Que mi jardín olvidó,  Y el alma me marchitó  Yo aquí entre la nada Voy a hablar de todo. Buscaré a mi modo continuar. Y hasta que los años Cierren mi memoria No me dejaré de preguntar:  Dónde estará mi primavera Dónde se me ha escondido el sol, Que mi jardín olvidó, Que el alma me marchitó."
Jorge Rojas,El niño,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/el-nino,"Canto como un niño ciego Frente al misterio del mar, Y mi anhelo es esa estrella Que se queda hasta clarear.  El agua me besa el alma Pajarito de cristal Y en las cañas silba el viento Con su sikus ancestral.  La oración que me brota, se vuelve verdad Cuando digo que el hombre es un grano de sal, Diminuto en la noche y su inmensidad.  Tengo que seguir cantando para darle al niño El sueño encerrado en mi piel, Tengo que seguir la huella que deja la luna, Cuando se recuesta en el agua a beber Hasta el amanecer. Canto como un niño ciego frente al misterio del mar Y mi anhelo es esa estrella que se queda hasta clarear.  Bailo como un niño nuevo Bajo un cielo sin igual, Mientras frotan sus violines Las cigarras del sauzal. Ya entendí que nuestra tierra es amor y eternidad Y nosotros los culpables de su continuo penar.  La oración que me brota se vuelve verdad Cuando digo que el mundo es un grano de sal, Diminuto en la noche y su inmensidad.  Tengo que seguir cantando para darle al niño El sueño encerrado en mi piel, Tengo que andar de su mano la rueda divina, Que impone la vida sin preguntar nunca Quien soy, ni por qué. Ya entendí que nuestra tierra es amor y eternidad Y nosotros los culpables de su continuo penar.  “Voy a volver a la tierra como el coyuyo cantor.”"
Jorge Rojas,El secreto de tu vida,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/el-secreto-de-tu-vida,"Nunca imaginaste ni creíste que algo de esto pasaría, Que un amor prohibido, de repente, a tu vida llegaría, Que no es posible tanta pasión.  Que sin darte cuenta involucraste al corazón en las caricias, En aquellas noches de placer donde cumplí tus fantasías Y me preguntas qué siento yo.  Yo te siento solo mía... Porque sé que estando lejos de mis besos, no te olvidas, Porque sabes que si vuelves puedo amarte sin medida, Y por eso soy tu amante todavía.  Y te siento solo mía... Cuando bajas la mirada si se cruza con la mía, Porque temes que tus ojos te delaten si me miras Y revelen el secreto de tu vida. Si me miras  Yo te siento solo mía."
Jorge Rojas,El ultimo deseo de navidad,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/el-ultimo-deseo-de-navidad,"Se cerraron sus ojos bellos, y murieron allí los sueños y las ganas de seguir viviendo sin tenerla junto a mí.  Y la casa quedó vacía, y en silencio quedó mi vida, y me fui llevando en mi equipaje los recuerdos nada más.  Si tan sólo Dios escuchara este ruego y me concediera, por amor, el último deseo para esta Navidad.  Me gustaría bailar con ella, mi gran amor, mi vida entera, y caminar juntos de la mano, por siempre.  Y cuando llegue la Nochebuena la vieja casa estará de fiesta, y bailaré con mi compañera y será una noche perfecta. Voy a decirle cuánto la quiero, voy a gritar que por ella muero, y que la orquesta siga tocando la canción de los enamorados.  Y bailar, bailar con ella. Y bailar, bailar con ella. Y bailar, bailar con ella. Y bailar, bailar con ella..."
Jorge Rojas,En nombre del amor,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/en-nombre-del-amor,El viento vuela feliz hacia la libertady yo queriendo ser luzpara ponerme a la parRetrato de la niñes me aprieta el corazónencandilado de ayerno alcanzo a mirar el solMe duele el amanecersangrando soledadno he de culpar al amor ni a tique no me ames másCobarde como el gemirdel que debió llorarla culpa de su traiciónen nombre de la amistadBusqué en el aura lunarinerte inspiración para animarme a sentirbohemia en el corazónLa geografía del bienno es tierra comunalsi no de aquellos que al fin sembraroncon la verdadLa guerra no hace la pazen nombre del amorque no hace faltavencer con tu carne de cañón.
Jorge Rojas,Hoy,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/hoy,"Tengo marcado en el pecho todos los días que el tiempo no me dejó estar aquí.  Tengo una fe que madura, que va conmigo y me cura desde que te conocí.  Tengo una huella perdida entre tu sombra y la mía que no me deja dormir.  Soy una moneda en la fuente, tú, mi deseo pendiente, mis ganas de revivir.  Tengo una mañana constante y una acuarela esperando verte pintado de azul.  Tengo tu amor y tu suerte, y un caminito empinado, tengo el mar del otro lado, tú eres mi norte y mi sur.  Hoy voy a verte de nuevo, voy a envolverme en tu ropa. Susúrrame en tu silencio cuando me veas llegar. Hoy voy a verte de nuevo, voy a alegrar tu tristeza, vamos a hacer una fiesta pa´ que este amor crezca más.  Tengo una frase colgada entre tu boca y mi almohada que me desnuda ante ti.  Tengo una playa y un pueblo que me acompañan de noche, cuando no estás junto a mí.  Tengo una mañana constante y una acuarela esperando verte pintado de azul.  Tengo tu amor y tu suerte y un caminito empinado, tengo el mar del otro lado, tú eres mi norte y mi sur.  Hoy voy a verte de nuevo, voy a envolverme en tu ropa. Susúrrame en tu silencio cuando me veas llegar. Hoy voy a verte de nuevo, voy a alegrar tu tristeza, vamos a hacer una fiesta pa´ que este amor crezca más.  Hoy voy a verte de nuevo, voy a envolverme en tu ropa. Susúrrame en tu silencio cuando me veas llegar. Hoy voy a verte de nuevo, voy a alegrar tu tristeza, vamos a hacer una fiesta pa´ que este amor crezca más."
Jorge Rojas,Hoy he llegado a la ciudad,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/hoy-he-llegado-a-la-ciudad,"Hoy he llegado a la ciudad, Fue difícil evitar el recuerdo de esta historia... Es el lugar donde empezó, donde todo terminó… No debí dejarte sola.  Y hoy que ya nada puedo hacer, Que las cosas del ayer quedarán en la memoria Y en los besos que te di, que ya nunca volverán Porque sé que te perdí.  Dónde estarás... Quién tendrá tu corazón... Quién llenará de caricias con pasión tu amanecer. Quién conoce como yo el perfume de tu piel Y el encanto de tu voz, que seguirá nombrándome Porque fui tu gran amor y yo nunca te olvidé. Dónde estarás...  Hoy nuevamente en la ciudad… Y te vuelvo a recordar, Vi tu foto entre mis cosas, con el pañuelo que te di Al momento de partir, te veías tan hermosa... Y tuve ganas de correr a tus brazos otra vez, Revivir aquellas horas, que no se va a repetir, Han quedado en el ayer, porque sé que te perdí."
Jorge Rojas,La batalla,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/la-batalla,"No olvides mis besos Que no ha nacido quien te bese como yo No hay un segundo que me aparte De tus labios delirantes De las ganas de tenerte junto a mí  A veces la ausencia Hace que todo alrededor se vuelva gris Por eso dices que el olvido Ha cerrado los caminos Que no hay huellas que me lleven hacia ti  Voy a pensar que tú me extrañas como yo Que esas palabras no han salido de tu voz Que tú me esperas como espero Que me amas como quiero La distancia no le gana al corazón  Voy a pedirle al cielo que ilumine nuestro amor Voy a cruzar el puente que sostiene la ilusión Voy a escribir en cada orilla un acta que confirma Que gana la batalla el corazón  Voy a pedirle a un ángel que te cure del dolor Voy a matar de fuerzas que soporten este adiós Voy a pedirte que resistas, nos espera un nuevo día No importa lo que diga la razón  Voy a volver por ti, voy a volver  Te juro que vuelvo Antes que el tiempo nos detenga la canción Que nos cantamos al oído al compás de los latidos Y mi alma solo rima con tu voz.  Voy a pensar que tú me extrañas como yo Que esas palabras no han salido de tu voz Que tú me esperas como espero Que me amas como quiero La distancia no le gana al corazón  Voy a pedirle al cielo que ilumine nuestro amor Voy a cruzar el puente que sostiene la ilusión Voy a escribir en cada orilla un acta que confirma Que gana la batalla el corazón  Voy a pedirle a un ángel que te cure del dolor Voy a matar de fuerzas que soporten este adiós Voy a pedirte que resistas, nos espera un nuevo día No importa lo que diga la razón  Voy a volver por ti, voy a volver Voy a volver por ti, voy a volver."
Jorge Rojas,La despedida (J. Rojas),http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/la-despedida,No temas si llegó el final la vida exige un paso atrás no sufras Ya no hay más lazos que nos retengan las diferencias nos hieren demás el juramento marcado a fuego tendremos que olvidar La noche buscará el perdón callando excusas sin razón no llores No demoremos la despedida que la distancia nos haga olvidar que los sentimientos surcando al viento se irán el libertad Comprende que el amor termina que es hora de la despedida en cada paso se va la vida y como el día se muere el amor Si no hay mañana hoy es el tiempo para decir adiós Si el tiempo se llevó el amor y si la duda nos dejó ausencias No hay argumentos para los miedos ni condiciones que logren cambiar los desaciertos y desencuentros nos hacen naufragar No nos debemos lastimar los dos debemos aceptar sin culpas se desgastaron aquellos sueños que en los desvelos supimos vivir que los errores y sinsabores se duerman al partir. Comprende que el amor termina que es hora de la despedida en cada paso se va la vida y como el día se muere el amor Si no hay mañana hoy es el tiempo para decir adiós
Jorge Rojas,La llave,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/la-llave,"La soledad se hace carne en mí, Y la noche parece un desierto, Pero llegas tú, con tu inmensa luz Y te declaras dueña de mis sueños. El tiempo viste un color azul, Parecido a un suspiro del cielo, De solo saber, que te voy a ver Y a regalarte todos mis momentos. Vas a verme llegar, Vas a oír mi canción, Vas a entrar sin pedirme la llave. La distancia y el tiempo no saben La falta que le haces a mi corazón. Porque puedo callar mis palabras Para oírte en el viento hablar, Porque puedo soñar para verte Y tenerte aún sin soñar. Vas a verme llegar, Vas a oír mi canción, Vas a entrar sin pedirme la llave. La distancia y el tiempo no saben La falta que le haces a mi corazón."
Jorge Rojas,La vida,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/la-vida,"LAm MIPorque lamentas tu suerteLAm MIY te quedas en el pozo,LAm MIPara llegar a la orillaLAm MIHay que remar otro poco.LAm MITe pone a prueba la vidaLAm MIPara saber si la quieres,LAm MILa vida es tuya y recuerdaREm MIEs solo una y no vuelve.REm MISi ya no ves la salida,REm MISi el golpe ha sido muy grandeREm MIApuesta todo a la vidaREm MIContá que el sol siempre sale.LAm REm MI LAm REm MINada de tristezas, a gozar,LAm REm MI LAm REm MIQue la vida es buena, ya verás.LAm MINo escuches a los que dicenLAm MIQue el mundo se arregle solo,LAm MINo dejes todo al destinoLAm MIHay que ayudar con el hombroREm MISi ya no ves la salida,REm MISi el golpe ha sido muy grandeREm MIApuesta todo a la vidaREm MIContá que el sol siempre sale.DO SOL FANo bajes nunca los brazosMIY lucha con dignidadDO SOL FAQue lo que cuesta trabajoMITe hace feliz de verdad.LAm REm MINada, nada de tristezasLAm REm MIYo te quiero ver gozarLAm REm MIQue la vida es bella y buena,LAm REm MITe pone a prueba nada más.LAm REm MINo bajes nunca los brazos,LAm REm MISiente el calor que te brinda mi abrazoLAm REm MIY con el son de mi pregónLAm REm MIVoy a endulzar tu corazón.LAm REm MIApuesta siempre a la vida,LAm REm MIVas a encontrar la salida.LAm REm MIVoy pregonando alegría en mi canto,LAm REm MIYo voy a alegrar tu corazón.LAm REm MI LAm REm MI LAmNo te preocupes sigue remando, remando, remando."
Jorge Rojas,Las alas de la libertad,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/las-alas-de-la-libertad,"REm SIbLas cosas que tiene el quererSOL FAatentan en mi corazón,SOLdesnuda verdad de mi pechoREm LA REmque va decidiendo morir por amor.REm SIbLa huella la deja el que vaSOL FAquien busca la felicidadSOLlos sueños no tienen fronterasREm LA REmescapan del yugo de la realidad.REm SIbLos ojos que miran al sol,SOL FAlos ríos que buscan el marSOLen vuelo de amor la torcazaREm LA REmse aleja del nido y al cielo se va.REm SIbMorada que encuentra el dolorSOL FAy el frío de la soledad,SOLtristeza que lleva en las manosREm LA REmquien corta las alas de la libertad.REm SIbLa llama que enciende el amorSOL FAla duda no puede apagar,SOLno tarda la lluvia en veranoREm LA REmni el viento en las bardas detiene su andar.REm SIbEl norte pretende dejarSOL FAseñales de la direcciónSOLte marca el camino la estrellaREm LA REmque vive en el centro de tu corazón.REm SIbLos ojos que miran al sol,SOL FAlos ríos que buscan el marSOLen vuelo de amor la torcazaREm LA REmse aleja del nido y al cielo se va.REm SIbMorada que encuentra el dolorSOL FAy el frío de la soledad,SOLtristeza que lleva en las manosREm LA REmquien corta las alas de la libertad."
Jorge Rojas,Lejos de tí,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/lejos-de-ti,"Hace tiempo que mi vida No tiene valor Será porque dentro mío Llevo un gran dolor Tú decidiste no volver Aquella noche yo morí Desde esa noche Nunca más volví a reír Llevo dentro el castigo De no serte fiel Parece que ahora Si entendí Que te he perdido Para siempre Como te digo que Me enseñes a vivir Si cada noche Me muero de recordar Tu gran amor, tu triste adiós Ay, tu cariño aun vive en mi No puedo mas vivir sin ti Lejos de ti, voy a morir Lejos de ti, voy a morir Ay, como duele vivir sin ti Lejos de ti, voy a morir Ay, como duele vivir sin ti Hace tiempo que mi vida No tiene valor Será porque dentro mío Llevo un gran dolor Como te digo que Me enseñes a vivir Si cada noche Me muero de recordar Tu gran amor, tu triste adiós Ay, tu cariño aun vive en mi No puedo mas vivir sin ti Lejos de ti, voy a morir Lejos de ti, voy a morir Ay, como duele vivir sin ti Lejos de ti, voy a morir Ay, como duele esta vida sin ti Quiero solo Escuchar tu voz Y mirarte Solo un minuto más."
Jorge Rojas,Lo que el tiempo me enseñó,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/lo-que-el-tiempo-me-enseno,"El tiempo me enseñó que con los años, se aprende menos de lo que se ignora. El tiempo, que es un viejo traicionero, te enseña cuando ya llegó la hora.  El tiempo me enseñó como se pudo en la universidad arrabalera. Con la verdad prendida en una esquina, igual que un farolito en la vereda.  El tiempo me enseñó que los traidores Se sientan en la mesa a tu costado Y el hombre que te da la puñalada Comparte el pan con esas mismas manos.  El tiempo me enseñó que los amigos Se cuentas con los dedos de una mano Por eso debe ser que no los cuento Para pensar que tengo mil hermanos  Porque no tengo nada que me sobre por eso es que yo digo que soy rico. Porque prefiero ser un tipo pobre a ser alguna vez, un pobre tipo.  El tiempo me enseñó que la miseria es culpa de los hombres miserables; que la justicia tarda y nunca llega pero es la pesadilla del culpable.  El tiempo me enseñó que la memoria no es menos poderosa que el olvido; es solo que el poder de la victoria se encarga de olvidar a los vencidos.  El tiempo me enseñó que los valientes Escribirán la historia con su sangre, Pero la historia escrita de los libros Se escribe con la pluma del cobarde.  El tiempo me enseñó que desconfiara De lo que el tiempo mismo me ha enseñado. Por eso a veces tengo la esperanza Que el tiempo pueda estar equivocado."
Jorge Rojas,Locura,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/locura,"Por tenerte entre mis brazoshe llegado a creer que el amorhace posible hasta aquello que no esPor dejar mi corazónvolar tan lejosVoy camino a la locura por tus besosPor amarte asíhe perdido la razón esta vezY no voy a arrepentirme si me toca perderes tan grande mi pasión que ya no hay dudasque me lleva simplemente a la locuraÁmame, y deja que yo te ame hasta enloquecerayúdame a matar este deseo que poco a pocova quemándome la pielToda mi pielÁmame, y deja que yo te ame hasta enloquecerlatiendo en cada espacio de tu cuerpoque no tenga final esta locura de amor."
Jorge Rojas,Me habia olvidado,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/me-habia-olvidado,"Me había olvidado del calor de tu cuerpo, Del sabor de tus besos y también de tu voz. Y apareces de nuevo buscando mi amor. Me había olvidado del dolor que se siente, Cuando estabas ausente, lejos de mi querer. Abrazado al recuerdo, extrañando tu piel. Me había olvidado que una vez fuiste mía Y que entonces decías que me vas a querer Para toda la vida y no pudo ser. No, no, no voy a caer otra vez, es una causa perdida No tiene caso, ya es tarde mujer, porque no voy a volver. No, no, no quiero escucharte decir que ahora será diferente, Porque mejor no te olvidas de mi y de una vez para siempre."
Jorge Rojas,Mia,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/mia,Si m MimPor que vino a mi sin pedirme nadaFa#7 Lamla deje partir sin llamarla míaLaM ReMcomo en un suspiro casi sin nombrarlaMim SolM Fa#7la llame deseo y ella me llamo su vidaSim MimElla dio por mi vida cuerpo y almaFa#7 Simpero sin medir cuanto la queríaLaM ReMfui todo perfecto para su miradaMim SolM Fa#7mas no supe nunca ser lo que su amor veíaMim SimYo no supe amarla como merecíaMim Fa#7yo no supe amarla ni llamarla mía...Sim MimSin ningún sentido la llene de ausenciaLaM ReM Fa#7y ella en su memoria aprendió a evadirlaSim Mimquise ser por ella lo que me pedíaSolM Fa#7sin que lo quisiera solo fui su heridaSim MimHace mas de un siglo que no he vuelto a verlaLaM ReM Fa#7pero se que siente que ha pasado un díaSim Mimyo no supe amarla como merecíaSolM Fa#7 Simyo no supe amarla ni llamarla mía.
Jorge Rojas,Milagro de amor,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-jorge-rojas/milagro-de-amor,"Querrán prohibirme que yo crea,En el milagro de tu amorPodrán callar mi voz con guerrasPero jamás mi corazón.Podrán cerrarme tantas puertasQuitarme la respiraciónPondrán en mi camino piedras,Salvará tu amor.ESTRIBILLOY... será tu amor el puerto mas seguroDonde quiero anclar mi corazónNo... me vencerán los vientos por que sé,Que lo que salvara mi corazón, será tu amor.Querrán dejarme sin certezas,Poniendo en duda lo que soy,Pero no habra jamas quien puedaHacer que dude de este amor.Podrán cambiarme las quimerasPor realidades sin colorMas no podrán borrar la huellaQue fue dejando en mi tu amor."
